"","site_id","province","latitude_y","longtitude_x","region","land_class","depth_filled","depth","full_wetland_area_m2","total_em_area_m2","total_mass_Mg","aerial_gpp","aerial_r","aerial_nep","flux_co2","flux_ch4","flux_n2o","pl_flux_co2","log_flux_ch4","pl_flux_n2o","gwp_co2","gwp_ch4","gwp_n2o","gwp_sum","pl_gwp_co2","log_gwp_ch4","pl_gwp_n2o","pl_gwp_sum","total_density","wetlandBirdRichness","wetlandArea_250m","wetlandArea_500m","wetlandArea_1km","wetlandArea_5km"
"55","AB-B-08","AB",50.684735,-112.30429,"B","Cropland",40,NA,66223.8403228968,6599.73109696044,5.29013988151717,16.6688445945627,15.658012508037,1.01083208652577,424.58850024,1.618939674,0.002518082,3.74908961804836,0.209230666086891,1.05322845123138,18681.89401056,880.703182656,33.017091184,19595.6142844,2.93040780511058,2.94482956578507,1.27563191653075,2.97789991289317,0.0798827107537603,12,54340.4546672083,152489.839716066,441595.159997342,10470500.6031249
"56","AB-DB-17","AB",50.5705572590001,-113.032303235,"DB","Grassland",72.6,72.6,NA,NA,NA,23.8110137174906,43.9735887361659,-20.1625750186753,203.2,33.045,0.01,3.01401875135393,1.51910575620645,2.31243834127275,8940.8,17976.48,131.12,27048.4,2.20290636006235,4.25470465590463,2.57929424510971,3.29899189729061,NA,NA,96982.4060173549,207493.870434293,372288.539131454,5954933.96737284
"57","SK-A-06","SK",51.6575350237729,-106.033985585867,"A","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,24.73628971,2.319461868,-0.000197117,1.03932952000147,0.365387237103405,-0.0983996309099645,1088.39674724,1261.787256192,-2.584598104,2347.599405328,0.520390750552099,3.10098613680158,-0.128872883981524,0.999091443567627,NA,17,38389.5623597369,156586.403272053,637478.068513758,14103445.4894726
"58","SK-A-08","SK",51.6879551026856,-106.305536846878,"A","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,50.446888715,3.12153402625,0.0085269045,1.65549784190235,0.494368073315706,2.15670465340871,2219.66310346,1698.11451028,111.804771804,4029.582385544,0.956944196727453,3.22996697301389,2.42207462817789,1.45023079677893,NA,13,45278.6135159232,167228.78700456,577944.485226669,13083663.9058727
"59","SK-A-12","SK",51.5635006570515,-105.878288049196,"A","Cropland",NA,NA,NA,NA,NA,NA,NA,NA,-35.1855082535,0.2629983295,-0.001288535,-1.33049048717583,-0.580047010032052,-0.606411642842547,-1548.162363154,143.071091248,-16.89527092,-1421.986542826,-0.712300891901209,2.15555188966613,-0.767242415502872,-0.661649347532524,NA,20,41786.7196524097,199700.319442477,714027.864150255,15388412.8240298
"60","SK-A-14","SK",51.5245672948727,-105.713710203309,"A","Cropland",NA,NA,NA,NA,NA,NA,NA,NA,6.11976369325,1.00510466875,0.0117556165,0.301403938152247,0.00221129030733939,2.47148999949059,269.269602503,546.7769398,154.139643548,970.186185851,0.134231340051615,2.73781019000552,2.73945647415726,0.467839092421586,NA,19,53330.1592098869,209888.577125746,814799.519780067,19502856.7627146
"61","SK-C-06","SK",49.8248338670549,-105.091648292079,"C","Cropland",NA,NA,24317.3363370076,6336.15773133381,4.00189201160454,NA,NA,NA,217.81309466,2.364405743,0.0017203446,3.08315341759472,0.373722005553428,0.778968675909684,9583.77616504,1286.236724192,22.5571583952,10892.5700476272,2.27078552603926,3.10932090525161,0.968956983371148,2.39640459463398,0.164569505316839,15,14783.4464502138,89775.9167742309,511520.318137443,11665559.9511958
"62","SK-C-10","SK",49.8231011677584,-105.058180015558,"C","Cropland",NA,NA,20733.7690503877,1592.67458077127,1.86687361029932,NA,NA,NA,49.9050966576667,1.58689848083333,-0.0002378442,1.64546739229446,0.200549144382997,-0.118643560417251,2195.82425293733,863.272773573333,-3.1186131504,3055.97841336027,0.948941744038358,2.93614804408118,-0.155305580300065,1.21018922391149,0.0900402433229772,22,45387.4921917902,170357.715415397,632108.136760973,12388884.8525768
"63","SK-C-11","SK",49.7984490955249,-105.047966917278,"C","Grassland",NA,NA,79274.6379961893,4545.38715631228,4.32559374826763,NA,NA,NA,-17.8473514566667,1.03252176283333,-0.0005813112,-0.803183021713141,0.0138992142062309,-0.286711316672889,-785.283464093333,561.691838981333,-7.6221524544,-231.2137775664,-0.383194703373276,2.74949811390441,-0.372437588479281,-0.115350911884038,0.0545646610013604,24,58988.7404203284,152715.413628873,512663.593774731,14142156.2348184
"64","SK-C-13","SK",49.8540203329799,-105.18641981524,"C","Grassland",NA,NA,161091.768577896,15957.2830693589,19.4924434665759,NA,NA,NA,-24.6724379812,1.6076467152,-0.0084234016,-1.03732067540546,0.206190617486911,-2.14481848721619,-1085.5872711728,874.5598130688,-110.4476417792,-321.4750998832,-0.519156522499287,2.94178951718509,-2.41005508936064,-0.160053324686966,0.121002107299792,NA,140471.375420469,182500.543542989,587044.95254451,9662886.79472541
"65","SK-C-16","SK",49.8185544524968,-105.142630594096,"C","Grassland",NA,NA,68501.6814068966,16443.2265936894,7.38941197185601,NA,NA,NA,71.141923378,1.5365334765,-0.00020288125,1.98128884006408,0.186542026682111,-0.10126745164246,3130.244628632,835.874211216,-2.66017895,3963.458660898,1.23035208516829,2.92214092638029,-0.13261985193838,1.43543459803689,0.107871979491471,20,84407.7319538756,177472.538675166,647983.423262248,10690313.5565257
